1789030029 cpu0 38241.44 29041.94 25486.44 7283.96 127774.51
1789030029 cpu1 50166.23 30392.2 5383.77 6100.34 134841.07
1789030029 cpu2 51349.01 27892.75 5414.31 5765.95 136277.03
1789030029 cpu3 51114.05 27917.73 5366.31 5783.06 136481.74
1789030039 cpu0 38241.44 29041.94 25486.44 7283.96 127774.51
1789030039 cpu1 50166.23 30392.2 5383.77 6100.34 134841.07
1789030039 cpu2 51349.01 27892.75 5414.31 5765.95 136277.03
1789030039 cpu3 51114.05 27917.73 5366.31 5783.06 136481.74
1789030049 cpu0 38247.35 29046.43 25489.68 7284.91 127789.04
1789030049 cpu1 50174.79 30396.39 5384.41 6101.11 134855.83
1789030049 cpu2 51358.08 27896.57 5414.94 5766.69 136291.93
1789030049 cpu3 51122.56 27921.73 5366.97 5783.83 136496.98
1789030059 cpu0 38247.35 29046.43 25489.68 7284.91 127789.04
1789030059 cpu1 50174.79 30396.39 5384.41 6101.11 134855.83
1789030059 cpu2 51358.08 27896.57 5414.94 5766.69 136291.93
1789030059 cpu3 51122.56 27921.73 5366.97 5783.83 136496.98
1789030070 cpu0 38247.35 29046.43 25489.68 7284.91 127789.04
1789030070 cpu1 50174.79 30396.39 5384.41 6101.11 134855.83
1789030070 cpu2 51358.08 27896.57 5414.94 5766.69 136291.93
1789030070 cpu3 51122.56 27921.73 5366.97 5783.83 136496.98
1789030080 cpu0 38257.06 29050.63 25492.83 7285.76 127800.42
1789030080 cpu1 50188.6 30399.84 5384.88 6101.79 134866.85
1789030080 cpu2 51370.91 27899.91 5415.48 5767.37 136303.8
1789030080 cpu3 51135.92 27925.13 5367.47 5784.5 136508.45
1789030090 cpu0 38257.06 29050.63 25492.83 7285.76 127800.42
1789030090 cpu1 50188.6 30399.84 5384.88 6101.79 134866.85
1789030090 cpu2 51370.91 27899.91 5415.48 5767.37 136303.8
1789030090 cpu3 51135.92 27925.13 5367.47 5784.5 136508.45
1789030100 cpu0 38257.06 29050.63 25492.83 7285.76 127800.42
1789030100 cpu1 50188.6 30399.84 5384.88 6101.79 134866.85
1789030100 cpu2 51370.91 27899.91 5415.48 5767.37 136303.8
1789030100 cpu3 51135.92 27925.13 5367.47 5784.5 136508.45
1789030110 cpu0 38265.43 29055.03 25496 7286.63 127812.81
1789030110 cpu1 50202.35 30402.94 5385.37 6102.49 134878.11
1789030110 cpu2 51384.22 27903.45 5415.98 5768.05 136315.17
1789030110 cpu3 51149.19 27928.44 5367.96 5785.17 136519.96
1789030121 cpu0 38265.43 29055.03 25496 7286.63 127812.81
1789030121 cpu1 50202.35 30402.94 5385.37 6102.49 134878.11
1789030121 cpu2 51384.22 27903.45 5415.98 5768.05 136315.17
1789030121 cpu3 51149.19 27928.44 5367.96 5785.17 136519.96
1789030131 cpu0 38265.43 29055.03 25496 7286.63 127812.81
