1789261440 cpu0 119709.02 51178.88 35519.34 12868.14 237387.69
1789261440 cpu1 146885.28 48165.13 6688.19 9807.64 244142.84
1789261440 cpu2 146783.78 48074.86 6607.33 9714.39 244404.78
1789261440 cpu3 142033.22 54318.14 6484.88 10355.9 242158.14
1789261450 cpu0 119709.02 51178.88 35519.34 12868.14 237387.69
1789261450 cpu1 146885.28 48165.13 6688.19 9807.64 244142.84
1789261450 cpu2 146783.78 48074.86 6607.33 9714.39 244404.78
1789261450 cpu3 142033.22 54318.14 6484.88 10355.9 242158.14
1789261460 cpu0 119709.02 51178.88 35519.34 12868.14 237387.69
1789261460 cpu1 146885.28 48165.13 6688.19 9807.64 244142.84
1789261460 cpu2 146783.78 48074.86 6607.33 9714.39 244404.78
1789261460 cpu3 142033.22 54318.14 6484.88 10355.9 242158.14
1789261470 cpu0 119716.77 51182.2 35521.07 12868.94 237403.36
1789261470 cpu1 146894.28 48168.12 6688.57 9808.27 244159.18
1789261470 cpu2 146792.68 48077.82 6607.7 9715.01 244421.2
1789261470 cpu3 142041.66 54321.87 6485.23 10356.58 242174.13
1789261481 cpu0 119716.77 51182.2 35521.07 12868.94 237403.36
1789261481 cpu1 146894.28 48168.12 6688.57 9808.27 244159.18
1789261481 cpu2 146792.68 48077.82 6607.7 9715.01 244421.2
1789261481 cpu3 142041.66 54321.87 6485.23 10356.58 242174.13
1789261491 cpu0 119716.77 51182.2 35521.07 12868.94 237403.36
1789261491 cpu1 146894.28 48168.12 6688.57 9808.27 244159.18
1789261491 cpu2 146792.68 48077.82 6607.7 9715.01 244421.2
1789261491 cpu3 142041.66 54321.87 6485.23 10356.58 242174.13
1789261501 cpu0 119727.94 51186.36 35523.04 12869.72 237414.69
1789261501 cpu1 146907.64 48171.99 6688.9 9808.95 244170.39
1789261501 cpu2 146806.16 48081.23 6608.03 9715.67 244432.74
1789261501 cpu3 142055.98 54325.46 6485.55 10357.19 242184.67
1789261511 cpu0 119727.94 51186.36 35523.04 12869.72 237414.69
1789261511 cpu1 146907.64 48171.99 6688.9 9808.95 244170.39
1789261511 cpu2 146806.16 48081.23 6608.03 9715.67 244432.74
1789261511 cpu3 142055.98 54325.46 6485.55 10357.19 242184.67
1789261521 cpu0 119727.94 51186.36 35523.04 12869.72 237414.69
1789261521 cpu1 146907.64 48171.99 6688.9 9808.95 244170.39
1789261521 cpu2 146806.16 48081.23 6608.03 9715.67 244432.74
1789261521 cpu3 142055.98 54325.46 6485.55 10357.19 242184.67
1789261532 cpu0 119738.37 51189.94 35525.02 12870.51 237427.4
1789261532 cpu1 146920.43 48175.13 6689.25 9809.59 244182.96
1789261532 cpu2 146818.47 48084.36 6608.36 9716.34 244445.67
1789261532 cpu3 142068.83 54328.99 6485.87 10357.84 242196.95
1789261542 cpu0 119738.37 51189.94 35525.02 12870.51 237427.4
1789261542 cpu1 146920.43 48175.13 6689.25 9809.59 244182.96
1789261542 cpu2 146818.47 48084.36 6608.36 9716.34 244445.67
1789261542 cpu3 142068.83 54328.99 6485.87 10357.84 242196.95
1789261552 cpu0 119738.37 51189.94 35525.02 12870.51 237427.4
1789261552 cpu1 146920.43 48175.13 6689.25 9809.59 244182.96
1789261552 cpu2 146818.47 48084.36 6608.36 9716.34 244445.67
1789261552 cpu3 142068.83 54328.99 6485.87 10357.84 242196.95
1789261562 cpu0 119749 51193.9 35528.46 12871.36 237438.52
1789261562 cpu1 146934 48178.33 6689.77 9810.22 244194.64
1789261562 cpu2 146831.07 48087.75 6608.84 9716.98 244458.07
1789261562 cpu3 142081.23 54332.57 6486.3 10358.48 242209.37
1789261572 cpu0 119749 51193.9 35528.46 12871.36 237438.52
1789261572 cpu1 146934 48178.33 6689.77 9810.22 244194.64
1789261572 cpu2 146831.07 48087.75 6608.84 9716.98 244458.07
1789261572 cpu3 142081.23 54332.57 6486.3 10358.48 242209.37
1789261582 cpu0 119749 51193.9 35528.46 12871.36 237438.52
1789261582 cpu1 146934 48178.33 6689.77 9810.22 244194.64
1789261582 cpu2 146831.07 48087.75 6608.84 9716.98 244458.07
1789261582 cpu3 142081.23 54332.57 6486.3 10358.48 242209.37
1789261593 cpu0 119756.64 51197.45 35531.82 12872.22 237452.65
1789261593 cpu1 146944.64 48181.66 6690.3 9810.84 244208.89
1789261593 cpu2 146841.08 48091.06 6609.39 9717.62 244472.93
1789261593 cpu3 142090.59 54335.96 6486.79 10359.17 242224.73
1789261603 cpu0 119756.64 51197.45 35531.82 12872.22 237452.65
1789261603 cpu1 146944.64 48181.66 6690.3 9810.84 244208.89
1789261603 cpu2 146841.08 48091.06 6609.39 9717.62 244472.93
1789261603 cpu3 142090.59 54335.96 6486.79 10359.17 242224.73
1789261613 cpu0 119756.64 51197.45 35531.82 12872.22 237452.65
1789261613 cpu1 146944.64 48181.66 6690.3 9810.84 244208.89
1789261613 cpu2 146841.08 48091.06 6609.39 9717.62 244472.93
1789261613 cpu3 142090.59 54335.96 6486.79 10359.17 242224.73
1789261623 cpu0 119763.12 51202.05 35535.17 12873.09 237466.78
1789261623 cpu1 146954.67 48184.99 6690.87 9811.48 244223.46
1789261623 cpu2 146850.51 48094.28 6609.88 9718.25 244488.25
1789261623 cpu3 142099.66 54339.53 6487.26 10359.86 242240.09
1789261633 cpu0 119763.12 51202.05 35535.17 12873.09 237466.78
1789261633 cpu1 146954.67 48184.99 6690.87 9811.48 244223.46
1789261633 cpu2 146850.51 48094.28 6609.88 9718.25 244488.25
1789261633 cpu3 142099.66 54339.53 6487.26 10359.86 242240.09
1789261644 cpu0 119763.12 51202.05 35535.17 12873.09 237466.78
1789261644 cpu1 146954.67 48184.99 6690.87 9811.48 244223.46
1789261644 cpu2 146850.51 48094.28 6609.88 9718.25 244488.25
1789261644 cpu3 142099.66 54339.53 6487.26 10359.86 242240.09
1789261654 cpu0 119770.12 51205.71 35538.49 12873.95 237481.66
1789261654 cpu1 146964.47 48188.05 6691.46 9812.11 244239.04
1789261654 cpu2 146859.86 48097.17 6610.37 9718.88 244504.25
1789261654 cpu3 142108.23 54343.22 6487.73 10360.56 242255.97
1789261664 cpu0 119770.12 51205.71 35538.49 12873.95 237481.66
